"Date","Item","Unit","Pettah_Today_Wholesale","Dambulla_Today_Wholesale"
"2023-02-22 00:00:00","Lime","kg","110","110"
"2023-02-24 00:00:00","Lime","kg","110","110"
"2023-02-27 00:00:00","Lime","kg","100","110"
"2023-02-28 00:00:00","Lime","kg","100","110"
"2023-03-01 00:00:00","Lime","kg","100","110"
"2023-03-02 00:00:00","Lime","kg","100","130"
"2023-03-03 00:00:00","Lime","kg","110","110"
"2023-03-07 00:00:00","Lime","kg","110","110"
"2023-03-08 00:00:00","Lime","kg","100","105"
"2023-03-10 00:00:00","Lime","kg","100","110"
"2023-03-14 00:00:00","Lime","kg","130","115"
"2023-03-15 00:00:00","Lime","kg","130","110"
"2023-03-16 00:00:00","Lime","kg","130","135"
"2023-03-17 00:00:00","Lime","kg","130","115"
"2023-03-20 00:00:00","Lime","kg","150","140"
"2023-03-22 00:00:00","Lime","kg","150","140"
"2023-03-23 00:00:00","Lime","kg","150","165"
"2023-03-24 00:00:00","Lime","kg","170","180"
"2023-03-27 00:00:00","Lime","kg","150","170"
"2023-03-29 00:00:00","Lime","kg","160","180"
"2023-03-30 00:00:00","Lime","kg","140","190"
"2023-03-31 00:00:00","Lime","kg","150","190"
"2023-04-03 00:00:00","Lime","kg","160","200"
"2023-04-04 00:00:00","Lime","kg","150","205"
"2023-04-06 00:00:00","Lime","kg","170","210"
"2023-04-10 00:00:00","Lime","kg","220","305"
"2023-04-11 00:00:00","Lime","kg","220","280"
"2023-04-18 00:00:00","Lime","kg","450","365"
"2023-04-19 00:00:00","Lime","kg","400","475"
"2023-04-20 00:00:00","Lime","kg","400","390"
"2023-04-21 00:00:00","Lime","kg","400","475"
"2023-04-24 00:00:00","Lime","kg","300","375"
"2023-04-25 00:00:00","Lime","kg","300","265"
"2023-04-26 00:00:00","Lime","kg","250","255"
"2023-04-27 00:00:00","Lime","kg","300","275"
"2023-05-02 00:00:00","Lime","kg","300","240"
"2023-05-03 00:00:00","Lime","kg","300","195"
"2023-05-04 00:00:00","Lime","kg","300","265"
"2023-05-08 00:00:00","Lime","kg","300","310"
"2023-05-09 00:00:00","Lime","kg","300","275"
"2023-05-10 00:00:00","Lime","kg","300","290"
"2023-05-11 00:00:00","Lime","kg","250","240"
"2023-05-12 00:00:00","Lime","kg","250","240"
"2023-05-15 00:00:00","Lime","kg","200","225"
"2023-05-16 00:00:00","Lime","kg","200","210"
"2023-05-17 00:00:00","Lime","kg","200","240"
"2023-05-18 00:00:00","Lime","kg","200","175"
"2023-05-19 00:00:00","Lime","kg","200","225"
"2023-05-22 00:00:00","Lime","kg","250","190"
"2023-05-23 00:00:00","Lime","kg","250","240"
"2023-05-24 00:00:00","Lime","kg","250","245"
"2023-05-25 00:00:00","Lime","kg","300","225"
"2023-05-26 00:00:00","Lime","kg","300","210"
"2023-05-29 00:00:00","Lime","kg","300","265"
"2023-05-30 00:00:00","Lime","kg","250","265"
"2023-05-31 00:00:00","Lime","kg","300","215"
"2023-06-01 00:00:00","Lime","kg","250","225"
"2023-06-02 00:00:00","Lime","kg","250","235"
"2023-06-05 00:00:00","Lime","kg","300","345"
"2023-06-07 00:00:00","Lime","kg","300","275"
"2023-06-08 00:00:00","Lime","kg","300","290"
"2023-06-09 00:00:00","Lime","kg","300","235"
"2023-06-12 00:00:00","Lime","kg","300","275"
"2023-06-13 00:00:00","Lime","kg","250","265"
"2023-06-14 00:00:00","Lime","kg","250","290"
"2023-06-15 00:00:00","Lime","kg","300","265"
"2023-06-16 00:00:00","Lime","kg","300","250"
"2023-06-19 00:00:00","Lime","kg","250","240"
"2023-06-20 00:00:00","Lime","kg","250","225"
"2023-06-21 00:00:00","Lime","kg","250","215"
"2023-06-22 00:00:00","Lime","kg","270","240"
"2023-06-23 00:00:00","Lime","kg","270","200"
"2023-06-26 00:00:00","Lime","kg","250","268"
"2023-06-27 00:00:00","Lime","kg","220","255"
"2023-06-28 00:00:00","Lime","kg","250","250"
"2023-07-04 00:00:00","Lime","kg","250","190"
"2023-07-05 00:00:00","Lime","kg","250","190"
"2023-07-06 00:00:00","Lime","kg","250","245"
"2023-07-07 00:00:00","Lime","kg","250","250"
"2023-07-10 00:00:00","Lime","kg","200","195"
"2023-07-11 00:00:00","Lime","kg","200","210"
"2023-07-12 00:00:00","Lime","kg","200","195"
"2023-07-13 00:00:00","Lime","kg","200","170"
"2023-07-14 00:00:00","Lime","kg","250","200"
"2023-07-17 00:00:00","Lime","kg","250","190"
"2023-07-18 00:00:00","Lime","kg","250","215"
"2023-07-19 00:00:00","Lime","kg","250","290"
"2023-07-20 00:00:00","Lime","kg","250","325"
"2023-07-21 00:00:00","Lime","kg","300","255"
"2023-07-24 00:00:00","Lime","kg","300","290"
"2023-07-25 00:00:00","Lime","kg","350","310"
"2023-07-31 00:00:00","Lime","kg","300","320"
"2023-08-02 00:00:00","Lime","kg","350","325"
"2023-08-03 00:00:00","Lime","kg","450","325"
"2023-08-04 00:00:00","Lime","kg","500","325"
"2023-08-07 00:00:00","Lime","kg","500","310"
"2023-08-08 00:00:00","Lime","kg","500","375"
"2023-08-09 00:00:00","Lime","kg","500","525"
"2023-08-10 00:00:00","Lime","kg","550","505"
"2023-08-11 00:00:00","Lime","kg","550","525"
"2023-08-14 00:00:00","Lime","kg","550","510"
"2023-08-15 00:00:00","Lime","kg","600","535"
"2023-08-17 00:00:00","Lime","kg","650","575"
"2023-08-18 00:00:00","Lime","kg","700","525"
"2023-08-22 00:00:00","Lime","kg","650","575"
"2023-08-23 00:00:00","Lime","kg","650","575"
"2023-08-25 00:00:00","Lime","kg","850","725"
"2023-12-06 00:00:00","Lime","kg","600","310"
"2023-12-07 00:00:00","Lime","kg","400","295"
"2023-12-08 00:00:00","Lime","kg","400","245"
"2023-12-11 00:00:00","Lime","kg","400","275"
"2023-12-12 00:00:00","Lime","kg","600","475"
"2023-12-13 00:00:00","Lime","kg","600","445"
"2023-12-14 00:00:00","Lime","kg","600","380"
"2023-12-15 00:00:00","Lime","kg","600","325"
"2023-12-18 00:00:00","Lime","kg","400","325"
"2023-12-19 00:00:00","Lime","kg","400","260"
"2023-12-20 00:00:00","Lime","kg","400","225"
"2023-12-21 00:00:00","Lime","kg","300","215"
"2023-12-22 00:00:00","Lime","kg","250","195"
"2023-12-27 00:00:00","Lime","kg","300","235"
"2023-12-28 00:00:00","Lime","kg","300","225"
"2023-12-29 00:00:00","Lime","kg","300","275"
"2024-01-03 00:00:00","Lime","kg","200","215"
"2024-01-04 00:00:00","Lime","kg","200","155"
"2024-01-05 00:00:00","Lime","kg","200","155"
"2024-01-08 00:00:00","Lime","kg","200","135"
"2024-01-09 00:00:00","Lime","kg","200","140"
"2024-01-10 00:00:00","Lime","kg","200","195"
"2024-01-11 00:00:00","Lime","kg","250","295"
"2024-01-12 00:00:00","Lime","kg","250","155"
"2024-01-16 00:00:00","Lime","kg","150","140"
"2024-01-17 00:00:00","Lime","kg","150","125"
"2024-01-18 00:00:00","Lime","kg","150","125"
"2024-01-19 00:00:00","Lime","kg","130","125"
"2024-01-22 00:00:00","Lime","kg","150","145"
"2024-01-23 00:00:00","Lime","kg","150","125"
"2024-01-24 00:00:00","Lime","kg","150","135"
"2024-01-26 00:00:00","Lime","kg","150","125"
"2024-01-29 00:00:00","Lime","kg","150","133"
"2024-01-30 00:00:00","Lime","kg","130","135"
"2024-01-31 00:00:00","Lime","kg","130","125"
"2024-02-01 00:00:00","Lime","kg","130","115"
"2024-02-02 00:00:00","Lime","kg","130","110"
"2024-02-05 00:00:00","Lime","kg","130","105"
"2024-02-06 00:00:00","Lime","kg","130","115"
"2024-02-07 00:00:00","Lime","kg","130","110"
"2024-02-08 00:00:00","Lime","kg","130","105"
"2024-02-09 00:00:00","Lime","kg","100","95"
"2024-02-12 00:00:00","Lime","kg","120","115"
"2024-02-13 00:00:00","Lime","kg","120","115"
"2024-02-14 00:00:00","Lime","kg","120","105"
"2024-02-15 00:00:00","Lime","kg","120","105"
"2024-02-16 00:00:00","Lime","kg","120","105"
"2024-02-19 00:00:00","Lime","kg","120","110"
"2024-02-20 00:00:00","Lime","kg","120","105"
"2024-02-21 00:00:00","Lime","kg","100","115"
"2024-02-22 00:00:00","Lime","kg","100","115"
"2024-02-26 00:00:00","Lime","kg","120","125"
"2024-02-27 00:00:00","Lime","kg","120","110"
"2024-02-28 00:00:00","Lime","kg","120","125"
"2024-02-29 00:00:00","Lime","kg","120","95"
"2024-03-01 00:00:00","Lime","kg","120","125"
"2024-03-04 00:00:00","Lime","kg","120","125"
"2024-03-05 00:00:00","Lime","kg","140","115"
"2024-03-06 00:00:00","Lime","kg","150","125"
"2024-03-07 00:00:00","Lime","kg","150","135"
"2024-03-11 00:00:00","Lime","kg","140","190"
"2024-03-12 00:00:00","Lime","kg","180","165"
"2024-03-13 00:00:00","Lime","kg","230","160"
"2024-03-14 00:00:00","Lime","kg","200","175"
"2024-03-15 00:00:00","Lime","kg","200","170"
"2024-03-18 00:00:00","Lime","kg","200","215"
"2024-03-19 00:00:00","Lime","kg","200","225"
"2024-03-20 00:00:00","Lime","kg","200","225"
"2024-03-21 00:00:00","Lime","kg","220","220"
"2024-03-22 00:00:00","Lime","kg","220","215"
"2024-03-25 00:00:00","Lime","kg","260","325"
"2024-03-26 00:00:00","Lime","kg","280","310"
"2024-03-27 00:00:00","Lime","kg","300","310"
"2024-03-28 00:00:00","Lime","kg","320","295"
"2024-04-01 00:00:00","Lime","kg","320","325"
"2024-04-02 00:00:00","Lime","kg","320","388"
"2024-04-03 00:00:00","Lime","kg","320","390"
"2024-04-04 00:00:00","Lime","kg","320","375"
"2024-04-05 00:00:00","Lime","kg","350","395"
"2024-04-08 00:00:00","Lime","kg","500","475"
"2024-04-09 00:00:00","Lime","kg","550","660"
"2024-04-10 00:00:00","Lime","kg","550","725"
"2024-05-03 00:00:00","Lime","kg","800","950"
"2024-07-03 00:00:00","Lime","kg","700","625"
"2024-07-04 00:00:00","Lime","kg","700","625"
"2024-07-05 00:00:00","Lime","kg","700","625"
"2024-07-08 00:00:00","Lime","kg","600","625"
"2024-07-09 00:00:00","Lime","kg","600","675"
"2024-07-10 00:00:00","Lime","kg","700","675"
"2024-07-11 00:00:00","Lime","kg","800","525"
"2024-07-12 00:00:00","Lime","kg","800","490"
"2024-07-15 00:00:00","Lime","kg","800","475"
"2024-07-16 00:00:00","Lime","kg","500","440"
"2024-07-17 00:00:00","Lime","kg","500","375"
"2024-07-18 00:00:00","Lime","kg","500","300"
"2024-07-19 00:00:00","Lime","kg","500","325"
"2024-07-22 00:00:00","Lime","kg","500","325"
"2024-07-23 00:00:00","Lime","kg","600","425"
"2024-07-24 00:00:00","Lime","kg","600","375"
"2024-07-25 00:00:00","Lime","kg","500","400"
"2024-07-26 00:00:00","Lime","kg","600","375"
"2024-07-29 00:00:00","Lime","kg","600","375"
"2024-07-30 00:00:00","Lime","kg","500","340"
"2024-07-31 00:00:00","Lime","kg","500","350"
"2024-08-01 00:00:00","Lime","kg","500","325"
"2024-08-02 00:00:00","Lime","kg","400","325"
"2024-08-05 00:00:00","Lime","kg","500","225"
"2024-08-06 00:00:00","Lime","kg","500","375"
"2024-08-07 00:00:00","Lime","kg","400","310"
"2024-08-08 00:00:00","Lime","kg","400","390"
"2024-08-09 00:00:00","Lime","kg","400","375"
"2024-08-12 00:00:00","Lime","kg","400","350"
"2024-08-13 00:00:00","Lime","kg","400","325"
"2024-08-14 00:00:00","Lime","kg","400","325"
"2024-08-15 00:00:00","Lime","kg","450","360"
"2024-08-16 00:00:00","Lime","kg","450","375"
"2024-08-20 00:00:00","Lime","kg","400","325"
"2024-08-21 00:00:00","Lime","kg","400","325"
"2024-08-22 00:00:00","Lime","kg","350","325"
"2024-08-23 00:00:00","Lime","kg","350","335"
"2024-08-26 00:00:00","Lime","kg","250","215"
"2024-08-27 00:00:00","Lime","kg","200","190"
"2024-08-28 00:00:00","Lime","kg","200","190"
"2024-08-29 00:00:00","Lime","kg","250","205"
"2024-08-30 00:00:00","Lime","kg","200","225"
"2024-09-02 00:00:00","Lime","kg","250","190"
"2024-09-03 00:00:00","Lime","kg","250","225"
"2024-09-04 00:00:00","Lime","kg","250","235"
"2024-09-05 00:00:00","Lime","kg","300","225"
"2024-09-06 00:00:00","Lime","kg","300","215"
"2024-09-09 00:00:00","Lime","kg","250","215"
"2024-09-10 00:00:00","Lime","kg","250","225"
"2024-09-11 00:00:00","Lime","kg","200","210"
"2024-09-12 00:00:00","Lime","kg","200","215"
"2024-09-13 00:00:00","Lime","kg","200","210"
"2024-09-18 00:00:00","Lime","kg","250","290"
"2024-09-19 00:00:00","Lime","kg","300","285"
"2024-09-20 00:00:00","Lime","kg","350","325"
"2024-09-23 00:00:00","Lime","kg","300","475"
"2024-09-24 00:00:00","Lime","kg","350","425"
"2024-09-25 00:00:00","Lime","kg","350","410"
"2024-09-26 00:00:00","Lime","kg","300","350"
"2024-09-27 00:00:00","Lime","kg","300","350"
"2024-09-30 00:00:00","Lime","kg","300","325"
"2024-10-01 00:00:00","Lime","kg","300","340"
"2024-10-02 00:00:00","Lime","kg","350","375"
"2024-10-03 00:00:00","Lime","kg","400","390"
"2024-10-04 00:00:00","Lime","kg","400","375"
"2024-10-07 00:00:00","Lime","kg","450","440"
"2024-10-08 00:00:00","Lime","kg","450","425"
"2024-10-09 00:00:00","Lime","kg","450","400"
"2024-10-10 00:00:00","Lime","kg","450","440"
"2024-10-11 00:00:00","Lime","kg","450","435"
"2024-10-14 00:00:00","Lime","kg","450","525"
"2024-10-15 00:00:00","Lime","kg","450","525"
"2024-10-16 00:00:00","Lime","kg","500","475"
"2024-10-18 00:00:00","Lime","kg","450","475"
"2024-10-21 00:00:00","Lime","kg","500","475"
"2024-10-22 00:00:00","Lime","kg","500","475"
"2024-10-23 00:00:00","Lime","kg","450","495"
"2024-10-24 00:00:00","Lime","kg","450","440"
"2024-10-25 00:00:00","Lime","kg","400","525"
"2024-10-28 00:00:00","Lime","kg","450","435"
"2024-10-29 00:00:00","Lime","kg","450","475"
"2024-10-30 00:00:00","Lime","kg","500","475"
"2024-11-01 00:00:00","Lime","kg","500","525"
"2024-11-04 00:00:00","Lime","kg","600","575"
"2024-11-05 00:00:00","Lime","kg","650","575"
"2024-11-06 00:00:00","Lime","kg","600","575"
"2024-11-07 00:00:00","Lime","kg","550","525"
"2024-11-08 00:00:00","Lime","kg","600","525"
"2024-11-11 00:00:00","Lime","kg","650","575"
"2024-11-12 00:00:00","Lime","kg","650","525"
"2024-11-13 00:00:00","Lime","kg","700","525"
"2024-11-19 00:00:00","Lime","kg","600","525"
"2024-11-20 00:00:00","Lime","kg","500","425"
"2024-11-21 00:00:00","Lime","kg","400","450"
"2024-11-22 00:00:00","Lime","kg","400","375"
"2024-11-25 00:00:00","Lime","kg","500","425"
"2024-11-26 00:00:00","Lime","kg","500","475"
"2024-11-27 00:00:00","Lime","kg","600","575"
"2024-11-28 00:00:00","Lime","kg","500","500"
"2024-11-29 00:00:00","Lime","kg","450","425"
"2024-12-02 00:00:00","Lime","kg","450","325"
"2024-12-03 00:00:00","Lime","kg","300","375"
"2024-12-04 00:00:00","Lime","kg","300","235"
"2024-12-05 00:00:00","Lime","kg","300","225"
"2024-12-06 00:00:00","Lime","kg","300","255"
"2024-12-09 00:00:00","Lime","kg","350","275"
"2024-12-10 00:00:00","Lime","kg","350","225"
"2024-12-11 00:00:00","Lime","kg","300","240"
"2024-12-12 00:00:00","Lime","kg","300","250"
"2024-12-13 00:00:00","Lime","kg","300","250"
"2024-12-16 00:00:00","Lime","kg","300","275"
"2024-12-17 00:00:00","Lime","kg","300","275"
"2024-12-18 00:00:00","Lime","kg","300","285"
"2024-12-19 00:00:00","Lime","kg","275","235"
"2024-12-20 00:00:00","Lime","kg","300","190"
"2024-12-23 00:00:00","Lime","kg","250","145"
"2024-12-24 00:00:00","Lime","kg","200","140"
"2024-12-26 00:00:00","Lime","kg","150","160"
"2024-12-27 00:00:00","Lime","kg","150","230"
"2024-12-30 00:00:00","Lime","kg","200","205"
"2024-12-31 00:00:00","Lime","kg","200","175"
"2025-01-01 00:00:00","Lime","kg","150","160"
"2025-01-02 00:00:00","Lime","kg","150","205"
"2025-01-03 00:00:00","Lime","kg","150","210"
"2025-01-06 00:00:00","Lime","kg","150","175"
"2025-01-07 00:00:00","Lime","kg","150","110"
"2025-01-08 00:00:00","Lime","kg","150","145"
"2025-01-09 00:00:00","Lime","kg","150","135"
"2025-01-10 00:00:00","Lime","kg","150","150"
"2025-01-15 00:00:00","Lime","kg","200","210"
"2025-01-16 00:00:00","Lime","kg","200","165"
"2025-01-17 00:00:00","Lime","kg","200","175"
"2025-01-20 00:00:00","Lime","kg","200","140"
"2025-01-21 00:00:00","Lime","kg","200","145"
"2025-01-22 00:00:00","Lime","kg","200","190"
"2025-01-23 00:00:00","Lime","kg","150","125"
"2025-01-24 00:00:00","Lime","kg","150","135"
"2025-01-27 00:00:00","Lime","kg","120","110"
"2025-01-28 00:00:00","Lime","kg","120","110"
"2025-01-29 00:00:00","Lime","kg","110","85"
"2025-01-30 00:00:00","Lime","kg","110","90"
"2025-01-31 00:00:00","Lime","kg","110","110"
"2025-02-03 00:00:00","Lime","kg","120","110"
"2025-02-05 00:00:00","Lime","kg","120","110"
"2025-02-06 00:00:00","Lime","kg","120","90"
"2025-02-07 00:00:00","Lime","kg","120","95"
"2025-02-10 00:00:00","Lime","kg","120","83"
"2025-02-11 00:00:00","Lime","kg","100","85"
"2025-02-13 00:00:00","Lime","kg","100","85"
"2025-02-14 00:00:00","Lime","kg","100","90"
"2025-02-17 00:00:00","Lime","kg","100","175"
"2025-02-18 00:00:00","Lime","kg","100","90"
"2025-02-19 00:00:00","Lime","kg","100","90"
"2025-02-20 00:00:00","Lime","kg","100","90"
"2025-02-21 00:00:00","Lime","kg","100","85"
"2025-02-24 00:00:00","Lime","kg","100","110"
"2025-02-25 00:00:00","Lime","kg","100","105"
"2025-02-27 00:00:00","Lime","kg","100","85"
"2025-02-28 00:00:00","Lime","kg","100","165"
"2025-03-03 00:00:00","Lime","kg","100","95"
"2025-03-04 00:00:00","Lime","kg","100","70"
"2025-03-05 00:00:00","Lime","kg","120","75"
"2025-03-06 00:00:00","Lime","kg","100","75"
"2025-03-07 00:00:00","Lime","kg","100","95"
"2025-03-10 00:00:00","Lime","kg","120","110"
"2025-03-11 00:00:00","Lime","kg","120","120"
"2025-03-12 00:00:00","Lime","kg","120","155"
"2025-03-14 00:00:00","Lime","kg","150","125"
"2025-03-17 00:00:00","Lime","kg","150","110"
"2025-03-18 00:00:00","Lime","kg","150","105"
"2025-03-19 00:00:00","Lime","kg","120","105"
"2025-03-20 00:00:00","Lime","kg","120","100"
"2025-03-21 00:00:00","Lime","kg","120","95"
"2025-03-24 00:00:00","Lime","kg","120","125"
"2025-03-25 00:00:00","Lime","kg","120","90"
"2025-03-26 00:00:00","Lime","kg","120","90"
"2025-03-27 00:00:00","Lime","kg","120","105"
"2025-03-28 00:00:00","Lime","kg","100","135"
"2025-04-01 00:00:00","Lime","kg","100","105"
"2025-04-02 00:00:00","Lime","kg","100","105"
"2025-04-03 00:00:00","Lime","kg","100","125"
"2025-04-04 00:00:00","Lime","kg","120","140"
"2025-04-07 00:00:00","Lime","kg","120","125"
"2025-04-08 00:00:00","Lime","kg","120","165"
"2025-04-09 00:00:00","Lime","kg","100","165"
"2025-04-10 00:00:00","Lime","kg","100","155"
"2025-04-11 00:00:00","Lime","kg","100","155"
"2025-04-21 00:00:00","Lime","kg","100","260"
"2025-04-22 00:00:00","Lime","kg","130","145"
"2025-04-23 00:00:00","Lime","kg","150","165"
"2025-04-24 00:00:00","Lime","kg","150","155"
"2025-04-25 00:00:00","Lime","kg","150","145"
"2025-04-28 00:00:00","Lime","kg","150","175"
"2025-04-29 00:00:00","Lime","kg","150","155"
"2025-04-30 00:00:00","Lime","kg","150","155"
"2025-05-02 00:00:00","Lime","kg","150","225"
"2025-05-05 00:00:00","Lime","kg","200","195"
"2025-05-06 00:00:00","Lime","kg","200","250"
"2025-05-07 00:00:00","Lime","kg","200","250"
"2025-05-08 00:00:00","Lime","kg","250","220"
"2025-05-09 00:00:00","Lime","kg","250","255"
"2025-05-14 00:00:00","Lime","kg","200","265"
"2025-05-15 00:00:00","Lime","kg","200","275"
"2025-05-16 00:00:00","Lime","kg","300","290"
"2025-05-19 00:00:00","Lime","kg","300","290"
"2025-05-20 00:00:00","Lime","kg","250","260"
"2025-05-21 00:00:00","Lime","kg","250","210"
"2025-05-22 00:00:00","Lime","kg","250","240"
"2025-05-23 00:00:00","Lime","kg","250","265"
"2025-05-26 00:00:00","Lime","kg","250","255"
"2025-05-27 00:00:00","Lime","kg","300","255"
"2025-05-28 00:00:00","Lime","kg","300","375"
"2025-05-29 00:00:00","Lime","kg","300","265"
"2025-05-30 00:00:00","Lime","kg","300","265"
"2025-06-02 00:00:00","Lime","kg","300","210"
"2025-06-03 00:00:00","Lime","kg","300","225"
"2025-06-04 00:00:00","Lime","kg","300","210"
"2025-06-05 00:00:00","Lime","kg","300","215"
"2025-06-06 00:00:00","Lime","kg","300","205"
"2025-06-09 00:00:00","Lime","kg","250","245"
"2025-06-11 00:00:00","Lime","kg","250","300"
"2025-06-12 00:00:00","Lime","kg","400","300"
"2025-06-13 00:00:00","Lime","kg","400","310"
"2025-06-16 00:00:00","Lime","kg","300","235"
"2025-06-17 00:00:00","Lime","kg","250","190"
"2025-06-18 00:00:00","Lime","kg","350","175"
"2025-06-19 00:00:00","Lime","kg","200","215"
"2025-06-20 00:00:00","Lime","kg","200","180"
"2025-06-23 00:00:00","Lime","kg","200","205"
"2025-06-24 00:00:00","Lime","kg","200","190"
"2025-06-25 00:00:00","Lime","kg","200","210"
"2025-06-26 00:00:00","Lime","kg","200","190"
"2025-06-27 00:00:00","Lime","kg","200","240"
"2025-06-30 00:00:00","Lime","kg","200","190"
"2025-07-01 00:00:00","Lime","kg","200","165"
"2025-07-02 00:00:00","Lime","kg","200","140"
"2025-07-03 00:00:00","Lime","kg","200","165"
"2025-07-04 00:00:00","Lime","kg","200","175"
"2025-07-07 00:00:00","Lime","kg","200","155"
"2025-07-08 00:00:00","Lime","kg","200","175"
"2025-07-09 00:00:00","Lime","kg","200","195"
"2025-07-11 00:00:00","Lime","kg","250","175"
"2025-07-14 00:00:00","Lime","kg","200","190"
"2025-07-15 00:00:00","Lime","kg","200","200"
"2025-07-16 00:00:00","Lime","kg","180","165"
"2025-07-17 00:00:00","Lime","kg","200","190"
"2025-07-18 00:00:00","Lime","kg","200","175"
"2025-07-21 00:00:00","Lime","kg","200","190"
"2025-07-22 00:00:00","Lime","kg","180","135"
"2025-07-23 00:00:00","Lime","kg","180","145"
"2025-07-24 00:00:00","Lime","kg","180","140"
"2025-07-25 00:00:00","Lime","kg","150","155"
"2025-07-28 00:00:00","Lime","kg","150","155"
"2025-07-29 00:00:00","Lime","kg","150","165"
"2025-07-30 00:00:00","Lime","kg","200","165"
"2025-07-31 00:00:00","Lime","kg","200","190"
"2025-08-01 00:00:00","Lime","kg","180","185"
"2025-08-04 00:00:00","Lime","kg","200","175"
"2025-08-05 00:00:00","Lime","kg","150","195"
"2025-08-06 00:00:00","Lime","kg","150","210"
"2025-08-07 00:00:00","Lime","kg","150","225"
"2025-08-11 00:00:00","Lime","kg","250","175"
"2025-08-12 00:00:00","Lime","kg","200","175"
"2025-08-13 00:00:00","Lime","kg","200","210"
"2025-08-14 00:00:00","Lime","kg","200","190"
"2025-08-15 00:00:00","Lime","kg","150","190"
"2025-08-18 00:00:00","Lime","kg","200","215"
"2025-08-19 00:00:00","Lime","kg","200","215"
"2025-08-20 00:00:00","Lime","kg","150","225"
"2025-08-21 00:00:00","Lime","kg","150","255"
"2025-08-22 00:00:00","Lime","kg","150","290"
"2025-08-25 00:00:00","Lime","kg","300","495"
"2025-08-26 00:00:00","Lime","kg","350","375"
"2025-08-27 00:00:00","Lime","kg","450","500"
"2025-08-28 00:00:00","Lime","kg","450","475"
"2025-08-29 00:00:00","Lime","kg","450","525"
"2025-09-01 00:00:00","Lime","kg","400","575"
"2025-09-02 00:00:00","Lime","kg","400","525"
"2025-09-03 00:00:00","Lime","kg","420","600"
"2025-09-04 00:00:00","Lime","kg","400","650"
"2025-09-08 00:00:00","Lime","kg","650","775"
"2025-09-09 00:00:00","Lime","kg","800","1050"
"2025-09-10 00:00:00","Lime","kg","900","1100"
"2025-09-11 00:00:00","Lime","kg","1000","1100"
"2025-09-12 00:00:00","Lime","kg","900","1100"
"2025-09-15 00:00:00","Lime","kg","1000","1250"
"2025-09-16 00:00:00","Lime","kg","1000","1150"
"2025-09-17 00:00:00","Lime","kg","1000","950"
"2025-09-18 00:00:00","Lime","kg","1000","1100"
"2025-09-19 00:00:00","Lime","kg","1000","1125"
"2025-09-22 00:00:00","Lime","kg","1000","1100"
"2025-09-23 00:00:00","Lime","kg","1200","1100"
"2025-09-26 00:00:00","Lime","kg","1500","1250"
"2025-09-29 00:00:00","Lime","kg","1400","1300"
"2025-09-30 00:00:00","Lime","kg","1400","1550"
"2025-10-01 00:00:00","Lime","kg","1500","1250"
"2025-10-02 00:00:00","Lime","kg","1500","1450"
"2025-10-03 00:00:00","Lime","kg","1600","1500"
"2025-10-07 00:00:00","Lime","kg","1800","1800"
"2025-10-08 00:00:00","Lime","kg","1800","1950"
"2025-10-09 00:00:00","Lime","kg","2000","1800"
"2025-10-10 00:00:00","Lime","kg","2000","1850"
"2025-10-13 00:00:00","Lime","kg","2300","1900"
"2025-10-14 00:00:00","Lime","kg","2000","1750"
"2025-10-15 00:00:00","Lime","kg","1900","1400"
"2025-10-16 00:00:00","Lime","kg","1800","1250"
"2025-10-17 00:00:00","Lime","kg","1800","1650"
"2025-10-21 00:00:00","Lime","kg","2000","1250"
"2025-10-22 00:00:00","Lime","kg","2000","1350"
"2025-10-23 00:00:00","Lime","kg","2000","1350"
"2025-10-24 00:00:00","Lime","kg","2000","1150"
"2025-10-27 00:00:00","Lime","kg","2000","1250"
"2025-10-28 00:00:00","Lime","kg","1600","1100"
"2025-10-29 00:00:00","Lime","kg","1500","1250"
"2025-10-30 00:00:00","Lime","kg","1300","1050"
"2025-10-31 00:00:00","Lime","kg","1000","950"
"2025-11-03 00:00:00","Lime","kg","1000","900"
"2025-11-04 00:00:00","Lime","kg","1000","1100"
"2025-11-06 00:00:00","Lime","kg","1100","1150"
"2025-11-07 00:00:00","Lime","kg","1400","1200"
"2025-11-10 00:00:00","Lime","kg","1000","800"
"2025-11-11 00:00:00","Lime","kg","700","1050"
"2025-11-12 00:00:00","Lime","kg","500","900"
"2025-11-13 00:00:00","Lime","kg","500","750"
"2025-11-14 00:00:00","Lime","kg","500","725"
"2025-11-17 00:00:00","Lime","kg","500","625"
"2025-11-18 00:00:00","Lime","kg","700","750"
"2025-11-19 00:00:00","Lime","kg","500","575"
"2025-11-20 00:00:00","Lime","kg","500","490"
"2025-11-21 00:00:00","Lime","kg","600","475"
"2025-11-24 00:00:00","Lime","kg","600","525"
"2025-11-25 00:00:00","Lime","kg","600","390"
"2025-11-26 00:00:00","Lime","kg","800","445"
"2025-11-27 00:00:00","Lime","kg","800","450"
"2025-12-02 00:00:00","Lime","kg","500","325"
"2025-12-03 00:00:00","Lime","kg","500","350"
"2025-12-05 00:00:00","Lime","kg","400","290"
"2025-12-08 00:00:00","Lime","kg","400","325"
"2025-12-09 00:00:00","Lime","kg","400","240"
"2025-12-10 00:00:00","Lime","kg","400","225"
"2025-12-11 00:00:00","Lime","kg","400","265"
"2025-12-12 00:00:00","Lime","kg","400","345"
"2025-12-15 00:00:00","Lime","kg","300","275"
"2025-12-16 00:00:00","Lime","kg","300","225"
